stop_id,plant_id,line_id,date,shift,stop_category,stop_cause,duration_min,maintenance_team,mttr_min,year,month
53,USN_NORD,LN-02,2023-01-04,Matin,Panne,Défaillance moteur,28,True,28.0,2023,1
54,USN_NORD,LN-02,2023-01-04,Après-midi,Maintenance préventive,Étalonnage capteurs,34,True,,2023,1
55,USN_NORD,LN-02,2023-01-04,Après-midi,Autre,Cause inconnue,5,False,,2023,1
56,USN_NORD,LN-02,2023-01-04,Après-midi,Qualité / Réglage,Problème aspect surface,28,False,,2023,1
57,USN_NORD,LN-02,2023-01-04,Après-midi,Changement de série,Ajustement paramètres,12,False,,2023,1
58,USN_NORD,LN-02,2023-01-04,Nuit,Panne,Panne convoyeur,46,True,46.0,2023,1
59,USN_NORD,LN-03,2023-01-04,Matin,Qualité / Réglage,Dérive dimensionnelle,5,False,,2023,1
60,USN_NORD,LN-03,2023-01-04,Matin,Panne,Court-circuit armoire,60,True,60.0,2023,1
61,USN_NORD,LN-03,2023-01-04,Après-midi,Qualité / Réglage,Problème aspect surface,6,False,,2023,1
62,USN_NORD,LN-03,2023-01-04,Après-midi,Panne,Blocage mécanique,71,True,71.0,2023,1
63,USN_NORD,LN-03,2023-01-04,Nuit,Panne,Panne capteur,82,True,82.0,2023,1
64,USN_NORD,LN-04,2023-01-04,Matin,Qualité / Réglage,Défaut d'assemblage,40,False,,2023,1
65,USN_NORD,LN-04,2023-01-04,Matin,Panne,Panne capteur,22,True,22.0,2023,1
66,USN_NORD,LN-04,2023-01-04,Après-midi,Panne,Panne capteur,68,True,68.0,2023,1
67,USN_NORD,LN-04,2023-01-04,Nuit,Manque matière,Non-conformité lot entrant,22,False,,2023,1
68,USN_NORD,LN-04,2023-01-04,Nuit,Panne,Panne capteur,37,True,37.0,2023,1
69,USN_NORD,LN-01,2023-01-05,Matin,Panne,Panne capteur,17,True,17.0,2023,1
70,USN_NORD,LN-01,2023-01-05,Après-midi,Arrêt organisationnel,Audit qualité,5,False,,2023,1
71,USN_NORD,LN-01,2023-01-05,Après-midi,Arrêt organisationnel,Réunion équipe,23,False,,2023,1
72,USN_NORD,LN-01,2023-01-05,Après-midi,Manque matière,Rupture matière première,5,False,,2023,1
73,USN_NORD,LN-01,2023-01-05,Nuit,Qualité / Réglage,Dérive dimensionnelle,23,False,,2023,1
74,USN_NORD,LN-02,2023-01-05,Matin,Arrêt organisationnel,Inventaire,16,False,,2023,1
75,USN_NORD,LN-02,2023-01-05,Matin,Qualité / Réglage,Non-conformité soudure,18,False,,2023,1
76,USN_NORD,LN-02,2023-01-05,Matin,Panne,Défaillance moteur,25,True,25.0,2023,1
77,USN_NORD,LN-02,2023-01-05,Après-midi,Changement de série,Ajustement paramètres,56,False,,2023,1
78,USN_NORD,LN-03,2023-01-05,Matin,Panne,Panne capteur,21,True,21.0,2023,1
79,USN_NORD,LN-03,2023-01-05,Matin,Maintenance préventive,Graissage planifié,39,True,,2023,1
80,USN_NORD,LN-03,2023-01-05,Après-midi,Arrêt organisationnel,Audit qualité,28,False,,2023,1
81,USN_NORD,LN-03,2023-01-05,Après-midi,Manque matière,Retard fournisseur,5,False,,2023,1
82,USN_NORD,LN-03,2023-01-05,Après-midi,Manque matière,Non-conformité lot entrant,16,False,,2023,1
83,USN_NORD,LN-03,2023-01-05,Après-midi,Manque matière,Retard fournisseur,5,False,,2023,1
84,USN_NORD,LN-03,2023-01-05,Après-midi,Panne,Panne convoyeur,5,True,5.0,2023,1
85,USN_NORD,LN-03,2023-01-05,Après-midi,Panne,Panne capteur,22,True,22.0,2023,1
86,USN_NORD,LN-04,2023-01-05,Matin,Qualité / Réglage,Non-conformité soudure,26,False,,2023,1
87,USN_NORD,LN-04,2023-01-05,Matin,Manque matière,Retard fournisseur,34,False,,2023,1
88,USN_NORD,LN-04,2023-01-05,Après-midi,Manque matière,Non-conformité lot entrant,37,False,,2023,1
89,USN_NORD,LN-04,2023-01-05,Après-midi,Manque matière,Rupture matière première,24,False,,2023,1
90,USN_NORD,LN-04,2023-01-05,Après-midi,Manque matière,Manque emballage,7,False,,2023,1
91,USN_NORD,LN-04,2023-01-05,Nuit,Changement de série,Changement d'outil,5,False,,2023,1
92,USN_NORD,LN-04,2023-01-05,Nuit,Manque matière,Manque emballage,11,False,,2023,1
93,USN_NORD,LN-04,2023-01-05,Nuit,Panne,Rupture courroie,52,True,52.0,2023,1
94,USN_NORD,LN-04,2023-01-05,Nuit,Manque matière,Rupture composants,13,False,,2023,1
95,USN_NORD,LN-01,2023-01-06,Matin,Manque matière,Rupture matière première,49,False,,2023,1
96,USN_NORD,LN-01,2023-01-06,Matin,Changement de série,Réglage machine,22,False,,2023,1
97,USN_NORD,LN-01,2023-01-06,Après-midi,Panne,Défaillance vérin,62,True,62.0,2023,1
98,USN_NORD,LN-02,2023-01-06,Matin,Qualité / Réglage,Défaut d'assemblage,52,False,,2023,1
99,USN_NORD,LN-02,2023-01-06,Matin,Panne,Défaillance vérin,20,True,20.0,2023,1
100,USN_NORD,LN-02,2023-01-06,Après-midi,Manque matière,Rupture matière première,73,False,,2023,1
101,USN_NORD,LN-02,2023-01-06,Après-midi,Changement de série,Changement moule,14,False,,2023,1
102,USN_NORD,LN-02,2023-01-06,Nuit,Qualité / Réglage,Dérive dimensionnelle,5,False,,2023,1
103,USN_NORD,LN-02,2023-01-06,Nuit,Panne,Défaillance vérin,5,True,5.0,2023,1
104,USN_NORD,LN-03,2023-01-06,Matin,Manque matière,Rupture composants,42,False,,2023,1
105,USN_NORD,LN-03,2023-01-06,Matin,Changement de série,Remplacement filière,20,False,,2023,1
106,USN_NORD,LN-03,2023-01-06,Après-midi,Qualité / Réglage,Non-conformité soudure,16,False,,2023,1
107,USN_NORD,LN-03,2023-01-06,Après-midi,Changement de série,Remplacement filière,36,False,,2023,1
108,USN_NORD,LN-03,2023-01-06,Après-midi,Manque matière,Retard fournisseur,14,False,,2023,1
109,USN_NORD,LN-03,2023-01-06,Nuit,Changement de série,Changement d'outil,53,False,,2023,1
110,USN_NORD,LN-03,2023-01-06,Nuit,Manque matière,Rupture composants,23,False,,2023,1
111,USN_NORD,LN-04,2023-01-06,Matin,Maintenance préventive,Vérification sécurités,36,True,,2023,1
112,USN_NORD,LN-04,2023-01-06,Matin,Panne,Blocage mécanique,15,True,15.0,2023,1
113,USN_NORD,LN-04,2023-01-06,Après-midi,Changement de série,Réglage machine,34,False,,2023,1
114,USN_NORD,LN-04,2023-01-06,Après-midi,Panne,Fuite hydraulique,37,True,37.0,2023,1
115,USN_NORD,LN-04,2023-01-06,Nuit,Panne,Panne automate,60,True,60.0,2023,1
116,USN_NORD,LN-04,2023-01-06,Nuit,Manque matière,Manque emballage,12,False,,2023,1
117,USN_NORD,LN-01,2023-01-09,Matin,Panne,Blocage mécanique,62,True,62.0,2023,1
118,USN_NORD,LN-01,2023-01-09,Après-midi,Panne,Blocage mécanique,68,True,68.0,2023,1
119,USN_NORD,LN-01,2023-01-09,Nuit,Qualité / Réglage,Problème aspect surface,13,False,,2023,1
120,USN_NORD,LN-01,2023-01-09,Nuit,Qualité / Réglage,Dérive dimensionnelle,24,False,,2023,1
121,USN_NORD,LN-01,2023-01-09,Nuit,Manque matière,Rupture matière première,5,False,,2023,1
122,USN_NORD,LN-02,2023-01-09,Matin,Qualité / Réglage,Non-conformité soudure,29,False,,2023,1
123,USN_NORD,LN-02,2023-01-09,Matin,Maintenance préventive,Étalonnage capteurs,5,True,,2023,1
124,USN_NORD,LN-02,2023-01-09,Après-midi,Changement de série,Remplacement filière,68,False,,2023,1
125,USN_NORD,LN-02,2023-01-09,Après-midi,Manque matière,Rupture composants,11,False,,2023,1
126,USN_NORD,LN-03,2023-01-09,Matin,Panne,Défaillance moteur,35,True,35.0,2023,1
127,USN_NORD,LN-03,2023-01-09,Matin,Changement de série,Réglage machine,20,False,,2023,1
128,USN_NORD,LN-03,2023-01-09,Matin,Panne,Rupture courroie,19,True,19.0,2023,1
129,USN_NORD,LN-03,2023-01-09,Après-midi,Maintenance préventive,Remplacement filtres,15,True,,2023,1
130,USN_NORD,LN-03,2023-01-09,Nuit,Panne,Rupture courroie,40,True,40.0,2023,1
131,USN_NORD,LN-03,2023-01-09,Nuit,Panne,Fuite hydraulique,32,True,32.0,2023,1
132,USN_NORD,LN-04,2023-01-09,Matin,Qualité / Réglage,Non-conformité soudure,15,False,,2023,1
133,USN_NORD,LN-04,2023-01-09,Matin,Manque matière,Rupture composants,51,False,,2023,1
134,USN_NORD,LN-04,2023-01-09,Après-midi,Maintenance préventive,Remplacement filtres,39,True,,2023,1
135,USN_NORD,LN-04,2023-01-09,Après-midi,Panne,Défaillance moteur,28,True,28.0,2023,1
136,USN_NORD,LN-04,2023-01-09,Nuit,Panne,Rupture courroie,52,True,52.0,2023,1
137,USN_NORD,LN-04,2023-01-09,Nuit,Arrêt organisationnel,Audit qualité,15,False,,2023,1
138,USN_NORD,LN-01,2023-01-10,Matin,Qualité / Réglage,Mauvais collage,9,False,,2023,1
139,USN_NORD,LN-01,2023-01-10,Matin,Qualité / Réglage,Dérive dimensionnelle,5,False,,2023,1
140,USN_NORD,LN-01,2023-01-10,Matin,Manque matière,Retard fournisseur,49,False,,2023,1
141,USN_NORD,LN-01,2023-01-10,Après-midi,Qualité / Réglage,Problème aspect surface,9,False,,2023,1
142,USN_NORD,LN-01,2023-01-10,Après-midi,Manque matière,Non-conformité lot entrant,31,False,,2023,1
143,USN_NORD,LN-01,2023-01-10,Après-midi,Changement de série,Réglage machine,21,False,,2023,1
144,USN_NORD,LN-02,2023-01-10,Matin,Maintenance préventive,Étalonnage capteurs,32,True,,2023,1
145,USN_NORD,LN-02,2023-01-10,Matin,Maintenance préventive,Vérification sécurités,20,True,,2023,1
146,USN_NORD,LN-02,2023-01-10,Matin,Qualité / Réglage,Dérive dimensionnelle,13,False,,2023,1
147,USN_NORD,LN-02,2023-01-10,Matin,Panne,Panne capteur,7,True,7.0,2023,1
148,USN_NORD,LN-02,2023-01-10,Après-midi,Panne,Rupture courroie,60,True,60.0,2023,1
149,USN_NORD,LN-02,2023-01-10,Nuit,Changement de série,Réglage machine,28,False,,2023,1
150,USN_NORD,LN-02,2023-01-10,Nuit,Panne,Fuite hydraulique,52,True,52.0,2023,1
151,USN_NORD,LN-03,2023-01-10,Matin,Manque matière,Rupture matière première,49,False,,2023,1
152,USN_NORD,LN-03,2023-01-10,Après-midi,Autre,Cause inconnue,35,False,,2023,1
153,USN_NORD,LN-03,2023-01-10,Après-midi,Qualité / Réglage,Mauvais collage,33,False,,2023,1
154,USN_NORD,LN-03,2023-01-10,Nuit,Qualité / Réglage,Non-conformité soudure,28,False,,2023,1
155,USN_NORD,LN-03,2023-01-10,Nuit,Changement de série,Remplacement filière,47,False,,2023,1
156,USN_NORD,LN-04,2023-01-10,Matin,Maintenance préventive,Étalonnage capteurs,38,True,,2023,1
157,USN_NORD,LN-04,2023-01-10,Matin,Maintenance préventive,Graissage planifié,17,True,,2023,1
158,USN_NORD,LN-04,2023-01-10,Matin,Changement de série,Réglage machine,10,False,,2023,1
159,USN_NORD,LN-04,2023-01-10,Après-midi,Manque matière,Rupture matière première,29,False,,2023,1
160,USN_NORD,LN-04,2023-01-10,Nuit,Maintenance préventive,Graissage planifié,48,True,,2023,1
161,USN_NORD,LN-04,2023-01-10,Nuit,Changement de série,Changement moule,25,False,,2023,1
162,USN_NORD,LN-01,2023-01-11,Matin,Panne,Fuite hydraulique,21,True,21.0,2023,1
163,USN_NORD,LN-01,2023-01-11,Matin,Changement de série,Réglage machine,25,False,,2023,1
164,USN_NORD,LN-01,2023-01-11,Matin,Changement de série,Changement d'outil,18,False,,2023,1
165,USN_NORD,LN-01,2023-01-11,Après-midi,Qualité / Réglage,Défaut d'assemblage,5,False,,2023,1
166,USN_NORD,LN-01,2023-01-11,Après-midi,Qualité / Réglage,Non-conformité soudure,55,False,,2023,1
167,USN_NORD,LN-01,2023-01-11,Après-midi,Changement de série,Réglage machine,18,False,,2023,1
168,USN_NORD,LN-01,2023-01-11,Nuit,Panne,Panne convoyeur,62,True,62.0,2023,1
169,USN_NORD,LN-02,2023-01-11,Matin,Panne,Panne capteur,59,True,59.0,2023,1
170,USN_NORD,LN-02,2023-01-11,Après-midi,Panne,Panne automate,43,True,43.0,2023,1
171,USN_NORD,LN-02,2023-01-11,Après-midi,Arrêt organisationnel,Formation opérateur,18,False,,2023,1
172,USN_NORD,LN-02,2023-01-11,Nuit,Autre,Divers,27,False,,2023,1
173,USN_NORD,LN-02,2023-01-11,Nuit,Qualité / Réglage,Problème aspect surface,6,False,,2023,1
174,USN_NORD,LN-02,2023-01-11,Nuit,Changement de série,Changement moule,34,False,,2023,1
175,USN_NORD,LN-03,2023-01-11,Matin,Manque matière,Non-conformité lot entrant,5,False,,2023,1
176,USN_NORD,LN-03,2023-01-11,Matin,Qualité / Réglage,Problème aspect surface,17,False,,2023,1
177,USN_NORD,LN-03,2023-01-11,Après-midi,Panne,Panne capteur,69,True,69.0,2023,1
178,USN_NORD,LN-03,2023-01-11,Nuit,Panne,Panne capteur,5,True,5.0,2023,1
179,USN_NORD,LN-04,2023-01-11,Matin,Qualité / Réglage,Non-conformité soudure,24,False,,2023,1
180,USN_NORD,LN-04,2023-01-11,Après-midi,Panne,Défaillance moteur,5,True,5.0,2023,1
181,USN_NORD,LN-04,2023-01-11,Après-midi,Changement de série,Ajustement paramètres,35,False,,2023,1
182,USN_NORD,LN-04,2023-01-11,Après-midi,Panne,Court-circuit armoire,27,True,27.0,2023,1
183,USN_NORD,LN-01,2023-01-12,Matin,Maintenance préventive,Étalonnage capteurs,52,True,,2023,1
184,USN_NORD,LN-01,2023-01-12,Après-midi,Arrêt organisationnel,Audit qualité,29,False,,2023,1
185,USN_NORD,LN-01,2023-01-12,Après-midi,Changement de série,Changement d'outil,34,False,,2023,1
186,USN_NORD,LN-01,2023-01-12,Nuit,Manque matière,Non-conformité lot entrant,22,False,,2023,1
187,USN_NORD,LN-01,2023-01-12,Nuit,Qualité / Réglage,Problème aspect surface,5,False,,2023,1
188,USN_NORD,LN-01,2023-01-12,Nuit,Manque matière,Rupture composants,20,False,,2023,1
189,USN_NORD,LN-01,2023-01-12,Nuit,Qualité / Réglage,Dérive dimensionnelle,9,False,,2023,1
190,USN_NORD,LN-02,2023-01-12,Matin,Qualité / Réglage,Non-conformité soudure,56,False,,2023,1
191,USN_NORD,LN-02,2023-01-12,Matin,Changement de série,Réglage machine,13,False,,2023,1
192,USN_NORD,LN-02,2023-01-12,Après-midi,Changement de série,Changement moule,32,False,,2023,1
193,USN_NORD,LN-02,2023-01-12,Après-midi,Autre,En cours d'analyse,12,False,,2023,1
194,USN_NORD,LN-02,2023-01-12,Après-midi,Changement de série,Changement moule,40,False,,2023,1
195,USN_NORD,LN-02,2023-01-12,Nuit,Qualité / Réglage,Non-conformité soudure,24,False,,2023,1
196,USN_NORD,LN-02,2023-01-12,Nuit,Arrêt organisationnel,Inventaire,39,False,,2023,1
197,USN_NORD,LN-02,2023-01-12,Nuit,Panne,Panne convoyeur,7,True,7.0,2023,1
198,USN_NORD,LN-03,2023-01-12,Matin,Panne,Court-circuit armoire,49,True,49.0,2023,1
199,USN_NORD,LN-03,2023-01-12,Matin,Panne,Blocage mécanique,13,True,13.0,2023,1
200,USN_NORD,LN-03,2023-01-12,Après-midi,Changement de série,Changement d'outil,36,False,,2023,1
201,USN_NORD,LN-03,2023-01-12,Après-midi,Qualité / Réglage,Non-conformité soudure,5,False,,2023,1
202,USN_NORD,LN-03,2023-01-12,Après-midi,Maintenance préventive,Remplacement filtres,26,True,,2023,1
203,USN_NORD,LN-03,2023-01-12,Après-midi,Panne,Panne capteur,11,True,11.0,2023,1
204,USN_NORD,LN-04,2023-01-12,Matin,Arrêt organisationnel,Audit qualité,39,False,,2023,1
205,USN_NORD,LN-04,2023-01-12,Après-midi,Panne,Panne automate,67,True,67.0,2023,1
206,USN_NORD,LN-04,2023-01-12,Nuit,Maintenance préventive,Nettoyage système,33,True,,2023,1
207,USN_NORD,LN-04,2023-01-12,Nuit,Maintenance préventive,Vérification sécurités,35,True,,2023,1
208,USN_NORD,LN-01,2023-01-13,Matin,Changement de série,Changement d'outil,56,False,,2023,1
209,USN_NORD,LN-01,2023-01-13,Après-midi,Maintenance préventive,Vérification sécurités,36,True,,2023,1
210,USN_NORD,LN-01,2023-01-13,Nuit,Arrêt organisationnel,Réunion équipe,23,False,,2023,1
211,USN_NORD,LN-01,2023-01-13,Nuit,Manque matière,Rupture composants,36,False,,2023,1
212,USN_NORD,LN-02,2023-01-13,Matin,Arrêt organisationnel,Inventaire,28,False,,2023,1
213,USN_NORD,LN-02,2023-01-13,Matin,Qualité / Réglage,Problème aspect surface,26,False,,2023,1
214,USN_NORD,LN-02,2023-01-13,Matin,Manque matière,Rupture matière première,8,False,,2023,1
215,USN_NORD,LN-02,2023-01-13,Après-midi,Manque matière,Rupture matière première,41,False,,2023,1
216,USN_NORD,LN-02,2023-01-13,Après-midi,Panne,Blocage mécanique,22,True,22.0,2023,1
217,USN_NORD,LN-02,2023-01-13,Nuit,Changement de série,Réglage machine,65,False,,2023,1
218,USN_NORD,LN-03,2023-01-13,Matin,Panne,Panne convoyeur,8,True,8.0,2023,1
219,USN_NORD,LN-03,2023-01-13,Matin,Manque matière,Non-conformité lot entrant,22,False,,2023,1
220,USN_NORD,LN-03,2023-01-13,Après-midi,Qualité / Réglage,Non-conformité soudure,33,False,,2023,1
221,USN_NORD,LN-03,2023-01-13,Après-midi,Arrêt organisationnel,Réunion équipe,11,False,,2023,1
222,USN_NORD,LN-03,2023-01-13,Après-midi,Manque matière,Rupture matière première,5,False,,2023,1
223,USN_NORD,LN-03,2023-01-13,Après-midi,Autre,En cours d'analyse,21,False,,2023,1
224,USN_NORD,LN-03,2023-01-13,Nuit,Panne,Défaillance vérin,71,True,71.0,2023,1
225,USN_NORD,LN-04,2023-01-13,Matin,Panne,Défaillance vérin,51,True,51.0,2023,1
226,USN_NORD,LN-04,2023-01-13,Matin,Maintenance préventive,Remplacement filtres,19,True,,2023,1
227,USN_NORD,LN-04,2023-01-13,Après-midi,Maintenance préventive,Nettoyage système,29,True,,2023,1
228,USN_NORD,LN-01,2023-01-16,Matin,Maintenance préventive,Étalonnage capteurs,50,True,,2023,1
229,USN_NORD,LN-01,2023-01-16,Après-midi,Maintenance préventive,Vérification sécurités,57,True,,2023,1
230,USN_NORD,LN-01,2023-01-16,Après-midi,Changement de série,Changement d'outil,25,False,,2023,1
231,USN_NORD,LN-01,2023-01-16,Nuit,Panne,Panne capteur,88,True,88.0,2023,1
232,USN_NORD,LN-02,2023-01-16,Matin,Panne,Blocage mécanique,55,True,55.0,2023,1
233,USN_NORD,LN-02,2023-01-16,Après-midi,Autre,En cours d'analyse,30,False,,2023,1
234,USN_NORD,LN-02,2023-01-16,Après-midi,Manque matière,Rupture matière première,16,False,,2023,1
235,USN_NORD,LN-02,2023-01-16,Après-midi,Maintenance préventive,Étalonnage capteurs,24,True,,2023,1
236,USN_NORD,LN-03,2023-01-16,Matin,Manque matière,Retard fournisseur,38,False,,2023,1
237,USN_NORD,LN-03,2023-01-16,Matin,Arrêt organisationnel,Audit qualité,20,False,,2023,1
238,USN_NORD,LN-03,2023-01-16,Matin,Panne,Panne capteur,10,True,10.0,2023,1
239,USN_NORD,LN-03,2023-01-16,Après-midi,Changement de série,Ajustement paramètres,62,False,,2023,1
240,USN_NORD,LN-03,2023-01-16,Après-midi,Changement de série,Changement d'outil,12,False,,2023,1
241,USN_NORD,LN-04,2023-01-16,Matin,Changement de série,Remplacement filière,41,False,,2023,1
242,USN_NORD,LN-04,2023-01-16,Matin,Panne,Court-circuit armoire,24,True,24.0,2023,1
243,USN_NORD,LN-04,2023-01-16,Après-midi,Panne,Panne automate,54,True,54.0,2023,1
244,USN_NORD,LN-04,2023-01-16,Après-midi,Panne,Court-circuit armoire,12,True,12.0,2023,1
245,USN_NORD,LN-04,2023-01-16,Nuit,Qualité / Réglage,Défaut d'assemblage,5,False,,2023,1
246,USN_NORD,LN-01,2023-01-17,Matin,Manque matière,Manque emballage,44,False,,2023,1
247,USN_NORD,LN-01,2023-01-17,Matin,Arrêt organisationnel,Réunion équipe,19,False,,2023,1
248,USN_NORD,LN-01,2023-01-17,Après-midi,Panne,Panne convoyeur,49,True,49.0,2023,1
249,USN_NORD,LN-01,2023-01-17,Nuit,Changement de série,Changement moule,69,False,,2023,1
250,USN_NORD,LN-01,2023-01-17,Nuit,Panne,Défaillance vérin,5,True,5.0,2023,1
251,USN_NORD,LN-02,2023-01-17,Matin,Manque matière,Retard fournisseur,45,False,,2023,1
252,USN_NORD,LN-02,2023-01-17,Après-midi,Panne,Blocage mécanique,63,True,63.0,2023,1
253,USN_NORD,LN-02,2023-01-17,Nuit,Manque matière,Rupture composants,62,False,,2023,1
254,USN_NORD,LN-03,2023-01-17,Matin,Panne,Blocage mécanique,46,True,46.0,2023,1
255,USN_NORD,LN-03,2023-01-17,Après-midi,Changement de série,Remplacement filière,70,False,,2023,1
256,USN_NORD,LN-03,2023-01-17,Nuit,Panne,Défaillance moteur,37,True,37.0,2023,1
257,USN_NORD,LN-04,2023-01-17,Matin,Maintenance préventive,Remplacement filtres,13,True,,2023,1
258,USN_NORD,LN-04,2023-01-17,Matin,Autre,Divers,18,False,,2023,1
259,USN_NORD,LN-04,2023-01-17,Matin,Panne,Panne capteur,24,True,24.0,2023,1
260,USN_NORD,LN-04,2023-01-17,Après-midi,Changement de série,Changement d'outil,55,False,,2023,1
261,USN_NORD,LN-04,2023-01-17,Après-midi,Maintenance préventive,Graissage planifié,20,True,,2023,1
262,USN_NORD,LN-04,2023-01-17,Nuit,Manque matière,Rupture matière première,33,False,,2023,1
263,USN_NORD,LN-04,2023-01-17,Nuit,Manque matière,Manque emballage,32,False,,2023,1
264,USN_NORD,LN-01,2023-01-18,Matin,Changement de série,Ajustement paramètres,45,False,,2023,1
265,USN_NORD,LN-01,2023-01-18,Matin,Panne,Blocage mécanique,17,True,17.0,2023,1
266,USN_NORD,LN-01,2023-01-18,Après-midi,Panne,Fuite hydraulique,44,True,44.0,2023,1
