plant_id,plant_name,line_id,product_family,date,year,month,week,day_of_week,shift,planned_time_min,scheduled_stop_min,available_time_min,unplanned_stop_min,net_operating_min,availability,performance,quality,oee,ideal_cycle_time_s,ideal_output_units,actual_output_units,good_output_units,scrap_units
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-06,2023,1,1,Friday,Matin,480,34,446,72,374,0.8392,0.8736,0.9211,0.6753,24.79,905,790,727,63
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-06,2023,1,1,Friday,Après-midi,480,47,433,87,346,0.8,0.8853,0.9393,0.6653,40.41,513,454,426,28
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-06,2023,1,1,Friday,Nuit,480,36,444,65,379,0.8533,0.857,0.8892,0.6503,14.61,1556,1333,1185,148
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-06,2023,1,1,Friday,Matin,480,46,434,62,372,0.8564,0.8456,0.9034,0.6542,40.21,555,469,423,46
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-06,2023,1,1,Friday,Après-midi,480,31,449,66,383,0.853,0.843,0.8958,0.6442,31.64,726,612,548,64
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-06,2023,1,1,Friday,Nuit,480,28,452,76,376,0.8319,0.8468,0.8932,0.6292,36.21,622,526,469,57
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-06,2023,1,1,Friday,Matin,480,37,443,51,392,0.8852,0.8523,0.9137,0.6893,36.81,638,543,496,47
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-06,2023,1,1,Friday,Après-midi,480,37,443,71,372,0.8405,0.8667,0.9325,0.6793,8.02,2782,2411,2248,163
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-06,2023,1,1,Friday,Nuit,480,24,456,72,384,0.8411,0.862,0.9163,0.6643,42.38,543,468,428,40
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-09,2023,1,2,Monday,Matin,480,45,435,62,373,0.8577,0.8676,0.9455,0.7036,38.77,577,500,472,28
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-09,2023,1,2,Monday,Après-midi,480,31,449,68,381,0.8484,0.8775,0.9317,0.6936,10.14,2253,1977,1841,136
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-09,2023,1,2,Monday,Nuit,480,47,433,67,366,0.8456,0.8819,0.9099,0.6786,11.17,1966,1733,1576,157
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-09,2023,1,2,Monday,Matin,480,36,444,76,368,0.828,0.882,0.925,0.6755,10.56,2090,1843,1704,139
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-09,2023,1,2,Monday,Après-midi,480,42,438,79,359,0.8207,0.8906,0.9105,0.6655,36.34,592,527,479,48
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-09,2023,1,2,Monday,Matin,480,35,445,77,368,0.8263,0.8778,0.9023,0.6544,28.34,779,683,616,67
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-09,2023,1,2,Monday,Après-midi,480,30,450,67,383,0.8504,0.8452,0.8966,0.6444,40.28,570,481,431,50
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-09,2023,1,2,Monday,Nuit,480,29,451,72,379,0.8409,0.8475,0.8832,0.6294,27.95,813,689,608,81
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-09,2023,1,2,Monday,Matin,480,42,438,66,372,0.8496,0.8817,0.9205,0.6896,15.44,1445,1274,1172,102
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-09,2023,1,2,Monday,Après-midi,480,31,449,67,382,0.8502,0.8694,0.9193,0.6796,44.82,511,444,408,36
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-09,2023,1,2,Monday,Nuit,480,35,445,72,373,0.8372,0.8751,0.9071,0.6646,27.15,824,721,654,67
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-10,2023,1,2,Tuesday,Matin,480,27,453,63,390,0.8607,0.8794,0.9297,0.7037,16.31,1434,1261,1172,89
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-10,2023,1,2,Tuesday,Après-midi,480,32,448,61,387,0.8632,0.8725,0.9211,0.6937,29.77,780,680,626,54
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-10,2023,1,2,Tuesday,Matin,480,29,451,72,379,0.8401,0.8833,0.9105,0.6756,10.63,2139,1889,1719,170
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-10,2023,1,2,Tuesday,Après-midi,480,39,441,60,381,0.8643,0.8549,0.9007,0.6656,16.47,1387,1185,1067,118
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-10,2023,1,2,Tuesday,Nuit,480,45,435,80,355,0.8171,0.8733,0.9118,0.6506,10.62,2005,1750,1595,155
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-10,2023,1,2,Tuesday,Matin,480,30,450,85,365,0.8104,0.8717,0.9265,0.6545,32.75,668,582,539,43
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-10,2023,1,2,Tuesday,Après-midi,480,29,451,85,366,0.8121,0.8685,0.9138,0.6445,12.9,1702,1478,1350,128
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-10,2023,1,2,Tuesday,Nuit,480,38,442,75,367,0.8299,0.8554,0.8868,0.6295,25.49,863,738,654,84
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-10,2023,1,2,Tuesday,Matin,480,43,437,65,372,0.8524,0.8777,0.9218,0.6896,37.88,589,516,475,41
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-10,2023,1,2,Tuesday,Après-midi,480,29,451,72,379,0.8401,0.8756,0.924,0.6796,11.59,1962,1717,1586,131
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-10,2023,1,2,Tuesday,Nuit,480,34,446,73,373,0.8371,0.8755,0.9069,0.6646,25.28,885,774,701,73
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-11,2023,1,2,Wednesday,Matin,480,41,439,64,375,0.8536,0.8889,0.9275,0.7038,32.91,683,607,562,45
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-11,2023,1,2,Wednesday,Après-midi,480,48,432,78,354,0.8205,0.8927,0.9472,0.6938,11.64,1824,1628,1542,86
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-11,2023,1,2,Wednesday,Nuit,480,32,448,62,386,0.8611,0.8704,0.9057,0.6788,39.88,580,504,456,48
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-11,2023,1,2,Wednesday,Matin,480,30,450,59,391,0.8687,0.8571,0.9075,0.6757,15.04,1560,1337,1213,124
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-11,2023,1,2,Wednesday,Après-midi,480,35,445,61,384,0.862,0.8538,0.9044,0.6657,23.61,975,832,752,80
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-11,2023,1,2,Wednesday,Nuit,480,30,450,67,383,0.8522,0.8416,0.9072,0.6507,42.16,545,458,415,43
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-11,2023,1,2,Wednesday,Matin,480,35,445,82,363,0.8156,0.8821,0.9098,0.6546,39.87,546,481,437,44
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-11,2023,1,2,Wednesday,Après-midi,480,37,443,69,374,0.8447,0.8453,0.9027,0.6446,9.87,2273,1921,1734,187
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-11,2023,1,2,Wednesday,Nuit,480,44,436,90,346,0.7936,0.857,0.9256,0.6296,43.85,473,405,374,31
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-11,2023,1,2,Wednesday,Matin,480,46,434,61,373,0.8597,0.8596,0.9333,0.6897,39.4,567,487,454,33
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-11,2023,1,2,Wednesday,Après-midi,480,28,452,67,385,0.8512,0.8672,0.9208,0.6797,25.97,889,770,709,61
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-12,2023,1,2,Thursday,Matin,480,34,446,57,389,0.8725,0.8738,0.9232,0.7038,10.17,2295,2005,1851,154
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-12,2023,1,2,Thursday,Après-midi,480,33,447,63,384,0.8591,0.8804,0.9174,0.6938,44.46,518,456,418,38
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-12,2023,1,2,Thursday,Nuit,480,43,437,56,381,0.8714,0.8574,0.9086,0.6788,24.84,920,788,715,73
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-12,2023,1,2,Thursday,Matin,480,34,446,69,377,0.8447,0.8768,0.9124,0.6757,43.42,520,455,415,40
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-12,2023,1,2,Thursday,Après-midi,480,48,432,84,348,0.8066,0.8837,0.934,0.6657,28.56,731,645,602,43
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-12,2023,1,2,Thursday,Nuit,480,28,452,70,382,0.845,0.8292,0.9287,0.6507,18.98,1207,1000,928,72
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-12,2023,1,2,Thursday,Matin,480,47,433,62,371,0.8564,0.8657,0.8831,0.6546,29.43,756,654,577,77
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-12,2023,1,2,Thursday,Après-midi,480,37,443,78,365,0.8245,0.8696,0.8991,0.6446,35.68,613,533,479,54
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-12,2023,1,2,Thursday,Matin,480,38,442,58,384,0.8689,0.867,0.9156,0.6898,26.61,865,749,685,64
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-12,2023,1,2,Thursday,Après-midi,480,44,436,67,369,0.846,0.8787,0.9145,0.6798,13.83,1601,1406,1285,121
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-12,2023,1,2,Thursday,Nuit,480,26,454,68,386,0.8499,0.8642,0.9051,0.6648,14.88,1556,1344,1216,128
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-13,2023,1,2,Friday,Matin,480,38,442,56,386,0.874,0.876,0.9194,0.7039,32.98,702,614,564,50
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-13,2023,1,2,Friday,Après-midi,480,30,450,47,403,0.8964,0.8388,0.923,0.6939,12.44,1944,1630,1504,126
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-13,2023,1,2,Friday,Nuit,480,30,450,66,384,0.854,0.8821,0.9013,0.6789,30.0,768,677,610,67
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-13,2023,1,2,Friday,Matin,480,39,441,62,379,0.8585,0.8503,0.9258,0.6758,23.51,967,822,761,61
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-13,2023,1,2,Friday,Après-midi,480,38,442,63,379,0.8574,0.8616,0.9012,0.6658,27.34,831,715,644,71
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-13,2023,1,2,Friday,Nuit,480,29,451,65,386,0.8556,0.8497,0.8952,0.6508,34.5,671,570,510,60
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-13,2023,1,2,Friday,Matin,480,30,450,71,379,0.8421,0.8612,0.9028,0.6547,22.64,1004,864,780,84
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-13,2023,1,2,Friday,Après-midi,480,40,440,72,368,0.8354,0.8379,0.9211,0.6447,19.1,1156,968,891,77
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-13,2023,1,2,Friday,Nuit,480,42,438,71,367,0.8379,0.849,0.8852,0.6297,10.68,2061,1749,1548,201
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-13,2023,1,2,Friday,Matin,480,35,445,70,375,0.8431,0.8705,0.94,0.6899,44.94,500,435,408,27
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-13,2023,1,2,Friday,Après-midi,480,48,432,72,360,0.833,0.8695,0.9387,0.6799,10.71,2016,1752,1644,108
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-16,2023,1,3,Monday,Matin,480,30,450,51,399,0.8857,0.8503,0.935,0.7042,42.53,562,477,445,32
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-16,2023,1,3,Monday,Après-midi,480,45,435,82,353,0.8108,0.8934,0.9583,0.6942,40.53,522,466,446,20
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-16,2023,1,3,Monday,Nuit,480,28,452,88,364,0.8057,0.8871,0.9502,0.6792,38.85,562,498,473,25
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-16,2023,1,3,Monday,Matin,480,41,439,55,384,0.8755,0.838,0.9215,0.676,30.63,752,630,580,50
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-16,2023,1,3,Monday,Après-midi,480,48,432,70,362,0.8379,0.8767,0.9066,0.666,32.2,674,590,534,56
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-16,2023,1,3,Monday,Matin,480,44,436,68,368,0.8443,0.8626,0.8993,0.6549,19.08,1157,998,897,101
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-16,2023,1,3,Monday,Après-midi,480,40,440,74,366,0.8315,0.8666,0.8951,0.6449,42.74,513,444,397,47
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-16,2023,1,3,Monday,Matin,480,27,453,65,388,0.8566,0.8769,0.9187,0.6901,11.96,1946,1706,1567,139
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-16,2023,1,3,Monday,Après-midi,480,37,443,66,377,0.851,0.8796,0.9085,0.6801,18.08,1251,1100,999,101
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-16,2023,1,3,Monday,Nuit,480,41,439,74,365,0.8305,0.8859,0.9039,0.6651,15.53,1409,1248,1128,120
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-17,2023,1,3,Tuesday,Matin,480,39,441,63,378,0.8575,0.8798,0.9334,0.7042,17.77,1276,1122,1047,75
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-17,2023,1,3,Tuesday,Après-midi,480,36,444,49,395,0.8906,0.8451,0.9224,0.6942,41.5,571,482,444,38
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-17,2023,1,3,Tuesday,Nuit,480,26,454,77,377,0.8298,0.8871,0.9227,0.6792,23.67,955,847,781,66
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-17,2023,1,3,Tuesday,Matin,480,31,449,70,379,0.8451,0.8779,0.9113,0.6761,8.13,2796,2454,2236,218
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-17,2023,1,3,Tuesday,Après-midi,480,43,437,63,374,0.8551,0.855,0.9111,0.6661,31.57,710,607,553,54
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-17,2023,1,3,Tuesday,Nuit,480,42,438,67,371,0.8467,0.8538,0.9007,0.6511,28.41,783,668,601,67
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-17,2023,1,3,Tuesday,Matin,480,34,446,70,376,0.8429,0.8607,0.9029,0.655,8.36,2699,2323,2097,226
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-17,2023,1,3,Tuesday,Après-midi,480,26,454,71,383,0.8439,0.8553,0.8937,0.645,40.67,564,482,430,52
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-01-17,2023,1,3,Tuesday,Nuit,480,37,443,84,359,0.8114,0.8655,0.8971,0.63,38.88,554,479,429,50
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-17,2023,1,3,Tuesday,Matin,480,38,442,55,387,0.8762,0.8556,0.9207,0.6902,13.48,1722,1473,1356,117
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-17,2023,1,3,Tuesday,Après-midi,480,27,453,75,378,0.8341,0.8802,0.9264,0.6802,19.41,1168,1028,952,76
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-01-17,2023,1,3,Tuesday,Nuit,480,43,437,65,372,0.8504,0.8651,0.9041,0.6652,39.85,560,484,437,47
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-18,2023,1,3,Wednesday,Matin,480,46,434,74,360,0.8296,0.8981,0.9453,0.7043,15.77,1369,1229,1161,68
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-18,2023,1,3,Wednesday,Après-midi,480,30,450,55,395,0.8772,0.8737,0.9059,0.6943,11.8,2007,1753,1588,165
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-01-18,2023,1,3,Wednesday,Nuit,480,45,435,68,367,0.8428,0.8746,0.9216,0.6793,23.04,955,835,769,66
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-01-18,2023,1,3,Wednesday,Matin,480,39,441,54,387,0.878,0.8428,0.9138,0.6762,13.72,1692,1426,1303,123
