defect_id,plant_id,line_id,product_family,date,shift,defect_type,quantity_defect,quantity_rework,quantity_scrap,year,month
29,USN_NORD,LN-01,Boîtiers plastique,2023-01-03,Matin,Défaut électrique,52,9,43,2023,1
30,USN_NORD,LN-01,Boîtiers plastique,2023-01-03,Après-midi,Dimension hors tolérance,7,0,7,2023,1
31,USN_NORD,LN-01,Boîtiers plastique,2023-01-03,Après-midi,Manque composant,8,1,7,2023,1
32,USN_NORD,LN-01,Boîtiers plastique,2023-01-03,Après-midi,Défaut aspect,7,2,5,2023,1
33,USN_NORD,LN-01,Boîtiers plastique,2023-01-03,Après-midi,Soudure défectueuse,6,0,6,2023,1
34,USN_NORD,LN-01,Boîtiers plastique,2023-01-03,Nuit,Dimension hors tolérance,79,14,65,2023,1
35,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Matin,Mauvais assemblage,14,1,13,2023,1
36,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Matin,Défaut électrique,16,2,14,2023,1
37,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Matin,Dimension hors tolérance,10,2,8,2023,1
38,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Après-midi,Mauvais marquage,9,3,6,2023,1
39,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Après-midi,Soudure défectueuse,11,0,11,2023,1
40,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Après-midi,Mauvais marquage,11,0,11,2023,1
41,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Après-midi,Défaut électrique,9,1,8,2023,1
42,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Nuit,Dimension hors tolérance,93,21,72,2023,1
43,USN_NORD,LN-02,Faisceaux câbles,2023-01-03,Nuit,Fissure,113,33,80,2023,1
44,USN_NORD,LN-03,Connecteurs,2023-01-03,Matin,Dimension hors tolérance,33,4,29,2023,1
45,USN_NORD,LN-03,Connecteurs,2023-01-03,Matin,Manque composant,35,1,34,2023,1
46,USN_NORD,LN-03,Connecteurs,2023-01-03,Matin,Fissure,35,14,21,2023,1
47,USN_NORD,LN-03,Connecteurs,2023-01-03,Après-midi,Défaut électrique,21,4,17,2023,1
48,USN_NORD,LN-03,Connecteurs,2023-01-03,Après-midi,Dimension hors tolérance,38,8,30,2023,1
49,USN_NORD,LN-03,Connecteurs,2023-01-03,Après-midi,Défaut aspect,33,10,23,2023,1
50,USN_NORD,LN-03,Connecteurs,2023-01-03,Après-midi,Défaut électrique,33,3,30,2023,1
51,USN_NORD,LN-04,Modules électroniques,2023-01-03,Matin,Mauvais assemblage,27,1,26,2023,1
52,USN_NORD,LN-04,Modules électroniques,2023-01-03,Matin,Manque composant,25,10,15,2023,1
53,USN_NORD,LN-04,Modules électroniques,2023-01-03,Après-midi,Défaut aspect,67,3,64,2023,1
54,USN_NORD,LN-01,Boîtiers plastique,2023-01-04,Matin,Soudure défectueuse,6,0,6,2023,1
55,USN_NORD,LN-01,Boîtiers plastique,2023-01-04,Matin,Défaut aspect,3,1,2,2023,1
56,USN_NORD,LN-01,Boîtiers plastique,2023-01-04,Matin,Dimension hors tolérance,5,1,4,2023,1
57,USN_NORD,LN-01,Boîtiers plastique,2023-01-04,Matin,Défaut aspect,5,1,4,2023,1
58,USN_NORD,LN-01,Boîtiers plastique,2023-01-04,Après-midi,Défaut électrique,30,3,27,2023,1
59,USN_NORD,LN-01,Boîtiers plastique,2023-01-04,Après-midi,Soudure défectueuse,27,9,18,2023,1
60,USN_NORD,LN-02,Faisceaux câbles,2023-01-04,Matin,Mauvais marquage,113,15,98,2023,1
61,USN_NORD,LN-02,Faisceaux câbles,2023-01-04,Après-midi,Fissure,17,1,16,2023,1
62,USN_NORD,LN-02,Faisceaux câbles,2023-01-04,Après-midi,Mauvais marquage,14,6,8,2023,1
63,USN_NORD,LN-02,Faisceaux câbles,2023-01-04,Nuit,Défaut électrique,21,4,17,2023,1
64,USN_NORD,LN-02,Faisceaux câbles,2023-01-04,Nuit,Mauvais assemblage,14,1,13,2023,1
65,USN_NORD,LN-02,Faisceaux câbles,2023-01-04,Nuit,Défaut aspect,25,5,20,2023,1
66,USN_NORD,LN-03,Connecteurs,2023-01-04,Matin,Défaut aspect,55,7,48,2023,1
67,USN_NORD,LN-03,Connecteurs,2023-01-04,Après-midi,Dimension hors tolérance,195,56,139,2023,1
68,USN_NORD,LN-03,Connecteurs,2023-01-04,Nuit,Mauvais assemblage,39,2,37,2023,1
69,USN_NORD,LN-03,Connecteurs,2023-01-04,Nuit,Fissure,50,12,38,2023,1
70,USN_NORD,LN-03,Connecteurs,2023-01-04,Nuit,Soudure défectueuse,40,0,40,2023,1
71,USN_NORD,LN-04,Modules électroniques,2023-01-04,Matin,Défaut aspect,12,2,10,2023,1
72,USN_NORD,LN-04,Modules électroniques,2023-01-04,Matin,Fissure,12,0,12,2023,1
73,USN_NORD,LN-04,Modules électroniques,2023-01-04,Matin,Mauvais assemblage,10,4,6,2023,1
74,USN_NORD,LN-04,Modules électroniques,2023-01-04,Après-midi,Soudure défectueuse,17,1,16,2023,1
75,USN_NORD,LN-04,Modules électroniques,2023-01-04,Après-midi,Manque composant,12,1,11,2023,1
76,USN_NORD,LN-04,Modules électroniques,2023-01-04,Après-midi,Mauvais marquage,15,4,11,2023,1
77,USN_NORD,LN-04,Modules électroniques,2023-01-04,Après-midi,Fissure,10,1,9,2023,1
78,USN_NORD,LN-04,Modules électroniques,2023-01-04,Nuit,Défaut aspect,63,18,45,2023,1
79,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Matin,Inclusion / Corps étranger,30,4,26,2023,1
80,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Matin,Soudure défectueuse,48,3,45,2023,1
81,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Après-midi,Mauvais assemblage,44,8,36,2023,1
82,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Après-midi,Défaut électrique,35,13,22,2023,1
83,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Nuit,Mauvais marquage,25,6,19,2023,1
84,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Nuit,Défaut aspect,22,1,21,2023,1
85,USN_NORD,LN-01,Boîtiers plastique,2023-01-05,Nuit,Soudure défectueuse,18,5,13,2023,1
86,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Matin,Soudure défectueuse,12,3,9,2023,1
87,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Matin,Dimension hors tolérance,12,0,12,2023,1
88,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Matin,Inclusion / Corps étranger,6,2,4,2023,1
89,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Matin,Mauvais assemblage,6,0,6,2023,1
90,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Après-midi,Défaut aspect,56,19,37,2023,1
91,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Après-midi,Inclusion / Corps étranger,40,11,29,2023,1
92,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Après-midi,Mauvais assemblage,36,4,32,2023,1
93,USN_NORD,LN-02,Faisceaux câbles,2023-01-05,Après-midi,Manque composant,33,3,30,2023,1
94,USN_NORD,LN-03,Connecteurs,2023-01-05,Matin,Mauvais assemblage,18,1,17,2023,1
95,USN_NORD,LN-03,Connecteurs,2023-01-05,Matin,Défaut électrique,29,10,19,2023,1
96,USN_NORD,LN-03,Connecteurs,2023-01-05,Matin,Dimension hors tolérance,23,0,23,2023,1
97,USN_NORD,LN-03,Connecteurs,2023-01-05,Après-midi,Mauvais assemblage,20,3,17,2023,1
98,USN_NORD,LN-03,Connecteurs,2023-01-05,Après-midi,Inclusion / Corps étranger,30,9,21,2023,1
99,USN_NORD,LN-03,Connecteurs,2023-01-05,Après-midi,Défaut aspect,19,1,18,2023,1
100,USN_NORD,LN-04,Modules électroniques,2023-01-05,Matin,Inclusion / Corps étranger,3,0,3,2023,1
101,USN_NORD,LN-04,Modules électroniques,2023-01-05,Matin,Mauvais assemblage,12,2,10,2023,1
102,USN_NORD,LN-04,Modules électroniques,2023-01-05,Matin,Mauvais marquage,10,3,7,2023,1
103,USN_NORD,LN-04,Modules électroniques,2023-01-05,Après-midi,Défaut électrique,29,7,22,2023,1
104,USN_NORD,LN-04,Modules électroniques,2023-01-05,Nuit,Manque composant,11,1,10,2023,1
105,USN_NORD,LN-04,Modules électroniques,2023-01-05,Nuit,Manque composant,18,4,14,2023,1
106,USN_NORD,LN-04,Modules électroniques,2023-01-05,Nuit,Soudure défectueuse,10,1,9,2023,1
107,USN_NORD,LN-04,Modules électroniques,2023-01-05,Nuit,Mauvais assemblage,14,4,10,2023,1
108,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Matin,Défaut électrique,22,8,14,2023,1
109,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Matin,Mauvais assemblage,16,2,14,2023,1
110,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Matin,Mauvais assemblage,13,0,13,2023,1
111,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Après-midi,Défaut aspect,13,2,11,2023,1
112,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Après-midi,Fissure,10,1,9,2023,1
113,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Après-midi,Soudure défectueuse,15,0,15,2023,1
114,USN_NORD,LN-01,Boîtiers plastique,2023-01-06,Après-midi,Défaut électrique,18,4,14,2023,1
115,USN_NORD,LN-02,Faisceaux câbles,2023-01-06,Matin,Défaut électrique,63,26,37,2023,1
116,USN_NORD,LN-02,Faisceaux câbles,2023-01-06,Après-midi,Fissure,17,6,11,2023,1
117,USN_NORD,LN-02,Faisceaux câbles,2023-01-06,Après-midi,Mauvais assemblage,11,0,11,2023,1
118,USN_NORD,LN-02,Faisceaux câbles,2023-01-06,Nuit,Fissure,66,29,37,2023,1
119,USN_NORD,LN-02,Faisceaux câbles,2023-01-06,Nuit,Soudure défectueuse,82,6,76,2023,1
120,USN_NORD,LN-03,Connecteurs,2023-01-06,Matin,Défaut électrique,46,4,42,2023,1
121,USN_NORD,LN-03,Connecteurs,2023-01-06,Après-midi,Mauvais marquage,30,5,25,2023,1
122,USN_NORD,LN-03,Connecteurs,2023-01-06,Après-midi,Soudure défectueuse,34,7,27,2023,1
123,USN_NORD,LN-03,Connecteurs,2023-01-06,Nuit,Manque composant,26,3,23,2023,1
124,USN_NORD,LN-03,Connecteurs,2023-01-06,Nuit,Mauvais marquage,11,4,7,2023,1
125,USN_NORD,LN-03,Connecteurs,2023-01-06,Nuit,Défaut aspect,20,4,16,2023,1
126,USN_NORD,LN-04,Modules électroniques,2023-01-06,Matin,Manque composant,19,2,17,2023,1
127,USN_NORD,LN-04,Modules électroniques,2023-01-06,Matin,Dimension hors tolérance,28,7,21,2023,1
128,USN_NORD,LN-04,Modules électroniques,2023-01-06,Après-midi,Fissure,40,9,31,2023,1
129,USN_NORD,LN-04,Modules électroniques,2023-01-06,Après-midi,Inclusion / Corps étranger,43,1,42,2023,1
130,USN_NORD,LN-04,Modules électroniques,2023-01-06,Après-midi,Mauvais assemblage,34,0,34,2023,1
131,USN_NORD,LN-04,Modules électroniques,2023-01-06,Après-midi,Manque composant,46,9,37,2023,1
132,USN_NORD,LN-04,Modules électroniques,2023-01-06,Nuit,Inclusion / Corps étranger,8,2,6,2023,1
133,USN_NORD,LN-04,Modules électroniques,2023-01-06,Nuit,Défaut aspect,16,4,12,2023,1
134,USN_NORD,LN-04,Modules électroniques,2023-01-06,Nuit,Soudure défectueuse,16,7,9,2023,1
135,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Matin,Fissure,7,0,7,2023,1
136,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Matin,Inclusion / Corps étranger,11,3,8,2023,1
137,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Matin,Mauvais assemblage,10,0,10,2023,1
138,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Après-midi,Mauvais assemblage,53,7,46,2023,1
139,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Après-midi,Inclusion / Corps étranger,48,17,31,2023,1
140,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Après-midi,Fissure,35,13,22,2023,1
141,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Nuit,Dimension hors tolérance,36,0,36,2023,1
142,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Nuit,Défaut électrique,43,12,31,2023,1
143,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Nuit,Fissure,38,2,36,2023,1
144,USN_NORD,LN-01,Boîtiers plastique,2023-01-09,Nuit,Soudure défectueuse,40,6,34,2023,1
145,USN_NORD,LN-02,Faisceaux câbles,2023-01-09,Matin,Inclusion / Corps étranger,40,17,23,2023,1
146,USN_NORD,LN-02,Faisceaux câbles,2023-01-09,Matin,Dimension hors tolérance,29,4,25,2023,1
147,USN_NORD,LN-02,Faisceaux câbles,2023-01-09,Matin,Soudure défectueuse,37,14,23,2023,1
148,USN_NORD,LN-02,Faisceaux câbles,2023-01-09,Matin,Dimension hors tolérance,33,6,27,2023,1
149,USN_NORD,LN-02,Faisceaux câbles,2023-01-09,Après-midi,Défaut électrique,48,9,39,2023,1
150,USN_NORD,LN-03,Connecteurs,2023-01-09,Matin,Mauvais marquage,67,2,65,2023,1
151,USN_NORD,LN-03,Connecteurs,2023-01-09,Après-midi,Mauvais assemblage,11,1,10,2023,1
152,USN_NORD,LN-03,Connecteurs,2023-01-09,Après-midi,Fissure,14,0,14,2023,1
153,USN_NORD,LN-03,Connecteurs,2023-01-09,Après-midi,Fissure,10,0,10,2023,1
154,USN_NORD,LN-03,Connecteurs,2023-01-09,Après-midi,Soudure défectueuse,15,5,10,2023,1
155,USN_NORD,LN-03,Connecteurs,2023-01-09,Nuit,Soudure défectueuse,21,9,12,2023,1
156,USN_NORD,LN-03,Connecteurs,2023-01-09,Nuit,Soudure défectueuse,19,4,15,2023,1
157,USN_NORD,LN-03,Connecteurs,2023-01-09,Nuit,Mauvais assemblage,21,2,19,2023,1
158,USN_NORD,LN-03,Connecteurs,2023-01-09,Nuit,Inclusion / Corps étranger,20,6,14,2023,1
159,USN_NORD,LN-04,Modules électroniques,2023-01-09,Matin,Défaut électrique,50,12,38,2023,1
160,USN_NORD,LN-04,Modules électroniques,2023-01-09,Matin,Inclusion / Corps étranger,52,11,41,2023,1
161,USN_NORD,LN-04,Modules électroniques,2023-01-09,Après-midi,Fissure,16,3,13,2023,1
162,USN_NORD,LN-04,Modules électroniques,2023-01-09,Après-midi,Mauvais assemblage,9,2,7,2023,1
163,USN_NORD,LN-04,Modules électroniques,2023-01-09,Après-midi,Mauvais assemblage,11,0,11,2023,1
164,USN_NORD,LN-04,Modules électroniques,2023-01-09,Nuit,Mauvais marquage,67,27,40,2023,1
165,USN_NORD,LN-01,Boîtiers plastique,2023-01-10,Matin,Mauvais marquage,46,20,26,2023,1
166,USN_NORD,LN-01,Boîtiers plastique,2023-01-10,Matin,Fissure,43,11,32,2023,1
167,USN_NORD,LN-01,Boîtiers plastique,2023-01-10,Après-midi,Défaut aspect,38,3,35,2023,1
168,USN_NORD,LN-01,Boîtiers plastique,2023-01-10,Après-midi,Mauvais assemblage,16,0,16,2023,1
169,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Matin,Manque composant,170,72,98,2023,1
170,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Après-midi,Mauvais marquage,33,5,28,2023,1
171,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Après-midi,Inclusion / Corps étranger,40,3,37,2023,1
172,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Après-midi,Manque composant,45,15,30,2023,1
173,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Nuit,Dimension hors tolérance,32,4,28,2023,1
174,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Nuit,Manque composant,40,14,26,2023,1
175,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Nuit,Inclusion / Corps étranger,43,13,30,2023,1
176,USN_NORD,LN-02,Faisceaux câbles,2023-01-10,Nuit,Mauvais marquage,40,10,30,2023,1
177,USN_NORD,LN-03,Connecteurs,2023-01-10,Matin,Mauvais marquage,43,15,28,2023,1
178,USN_NORD,LN-03,Connecteurs,2023-01-10,Après-midi,Soudure défectueuse,73,3,70,2023,1
179,USN_NORD,LN-03,Connecteurs,2023-01-10,Après-midi,Soudure défectueuse,55,8,47,2023,1
180,USN_NORD,LN-03,Connecteurs,2023-01-10,Nuit,Mauvais marquage,47,7,40,2023,1
181,USN_NORD,LN-03,Connecteurs,2023-01-10,Nuit,Mauvais assemblage,37,10,27,2023,1
182,USN_NORD,LN-04,Modules électroniques,2023-01-10,Matin,Soudure défectueuse,18,3,15,2023,1
183,USN_NORD,LN-04,Modules électroniques,2023-01-10,Matin,Mauvais assemblage,23,4,19,2023,1
184,USN_NORD,LN-04,Modules électroniques,2023-01-10,Après-midi,Défaut aspect,52,13,39,2023,1
185,USN_NORD,LN-04,Modules électroniques,2023-01-10,Après-midi,Inclusion / Corps étranger,79,10,69,2023,1
186,USN_NORD,LN-04,Modules électroniques,2023-01-10,Nuit,Mauvais marquage,73,18,55,2023,1
187,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Matin,Défaut aspect,12,0,12,2023,1
188,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Matin,Dimension hors tolérance,8,0,8,2023,1
189,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Matin,Soudure défectueuse,14,6,8,2023,1
190,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Matin,Dimension hors tolérance,11,0,11,2023,1
191,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Après-midi,Défaut aspect,15,6,9,2023,1
192,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Après-midi,Fissure,22,2,20,2023,1
193,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Après-midi,Défaut aspect,23,5,18,2023,1
194,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Après-midi,Manque composant,26,10,16,2023,1
195,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Nuit,Fissure,12,0,12,2023,1
196,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Nuit,Soudure défectueuse,15,0,15,2023,1
197,USN_NORD,LN-01,Boîtiers plastique,2023-01-11,Nuit,Défaut électrique,21,8,13,2023,1
198,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Matin,Défaut aspect,31,13,18,2023,1
199,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Matin,Mauvais marquage,31,7,24,2023,1
200,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Matin,Défaut électrique,28,9,19,2023,1
201,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Matin,Défaut électrique,34,13,21,2023,1
202,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Après-midi,Fissure,30,11,19,2023,1
203,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Après-midi,Mauvais marquage,50,0,50,2023,1
204,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Nuit,Défaut aspect,22,3,19,2023,1
205,USN_NORD,LN-02,Faisceaux câbles,2023-01-11,Nuit,Dimension hors tolérance,21,1,20,2023,1
206,USN_NORD,LN-03,Connecteurs,2023-01-11,Matin,Mauvais marquage,25,5,20,2023,1
207,USN_NORD,LN-03,Connecteurs,2023-01-11,Matin,Manque composant,19,8,11,2023,1
208,USN_NORD,LN-03,Connecteurs,2023-01-11,Après-midi,Mauvais marquage,63,4,59,2023,1
209,USN_NORD,LN-03,Connecteurs,2023-01-11,Après-midi,Défaut électrique,64,16,48,2023,1
210,USN_NORD,LN-03,Connecteurs,2023-01-11,Après-midi,Inclusion / Corps étranger,60,17,43,2023,1
211,USN_NORD,LN-03,Connecteurs,2023-01-11,Nuit,Mauvais assemblage,10,3,7,2023,1
212,USN_NORD,LN-03,Connecteurs,2023-01-11,Nuit,Dimension hors tolérance,9,1,8,2023,1
213,USN_NORD,LN-03,Connecteurs,2023-01-11,Nuit,Mauvais marquage,12,0,12,2023,1
214,USN_NORD,LN-04,Modules électroniques,2023-01-11,Matin,Soudure défectueuse,19,3,16,2023,1
215,USN_NORD,LN-04,Modules électroniques,2023-01-11,Matin,Fissure,14,4,10,2023,1
216,USN_NORD,LN-04,Modules électroniques,2023-01-11,Après-midi,Fissure,11,1,10,2023,1
217,USN_NORD,LN-04,Modules électroniques,2023-01-11,Après-midi,Fissure,14,0,14,2023,1
218,USN_NORD,LN-04,Modules électroniques,2023-01-11,Après-midi,Fissure,20,0,20,2023,1
219,USN_NORD,LN-04,Modules électroniques,2023-01-11,Après-midi,Manque composant,16,6,10,2023,1
220,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Matin,Défaut aspect,34,3,31,2023,1
221,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Matin,Défaut électrique,33,13,20,2023,1
222,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Matin,Mauvais assemblage,37,12,25,2023,1
223,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Matin,Dimension hors tolérance,50,13,37,2023,1
224,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Après-midi,Dimension hors tolérance,10,3,7,2023,1
225,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Après-midi,Soudure défectueuse,13,4,9,2023,1
226,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Après-midi,Mauvais marquage,15,5,10,2023,1
227,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Nuit,Défaut électrique,21,8,13,2023,1
228,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Nuit,Mauvais assemblage,25,9,16,2023,1
229,USN_NORD,LN-01,Boîtiers plastique,2023-01-12,Nuit,Inclusion / Corps étranger,27,8,19,2023,1
230,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Matin,Inclusion / Corps étranger,10,0,10,2023,1
231,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Matin,Manque composant,15,6,9,2023,1
232,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Matin,Mauvais marquage,15,3,12,2023,1
233,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Après-midi,Défaut électrique,43,2,41,2023,1
234,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Nuit,Défaut électrique,21,2,19,2023,1
235,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Nuit,Dimension hors tolérance,29,12,17,2023,1
236,USN_NORD,LN-02,Faisceaux câbles,2023-01-12,Nuit,Défaut électrique,22,2,20,2023,1
237,USN_NORD,LN-03,Connecteurs,2023-01-12,Matin,Dimension hors tolérance,42,2,40,2023,1
238,USN_NORD,LN-03,Connecteurs,2023-01-12,Matin,Dimension hors tolérance,35,12,23,2023,1
239,USN_NORD,LN-03,Connecteurs,2023-01-12,Après-midi,Défaut électrique,29,5,24,2023,1
240,USN_NORD,LN-03,Connecteurs,2023-01-12,Après-midi,Mauvais assemblage,25,5,20,2023,1
241,USN_NORD,LN-04,Modules électroniques,2023-01-12,Matin,Défaut électrique,64,16,48,2023,1
242,USN_NORD,LN-04,Modules électroniques,2023-01-12,Après-midi,Inclusion / Corps étranger,40,12,28,2023,1
243,USN_NORD,LN-04,Modules électroniques,2023-01-12,Après-midi,Mauvais marquage,48,18,30,2023,1
244,USN_NORD,LN-04,Modules électroniques,2023-01-12,Après-midi,Mauvais marquage,33,10,23,2023,1
245,USN_NORD,LN-04,Modules électroniques,2023-01-12,Nuit,Défaut aspect,128,24,104,2023,1
246,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Matin,Mauvais assemblage,12,0,12,2023,1
247,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Matin,Inclusion / Corps étranger,8,2,6,2023,1
248,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Matin,Défaut électrique,18,1,17,2023,1
249,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Matin,Soudure défectueuse,12,0,12,2023,1
250,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Après-midi,Mauvais assemblage,58,1,57,2023,1
251,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Après-midi,Soudure défectueuse,68,21,47,2023,1
252,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Nuit,Mauvais marquage,35,11,24,2023,1
253,USN_NORD,LN-01,Boîtiers plastique,2023-01-13,Nuit,Mauvais assemblage,32,7,25,2023,1
